Timestamp,Player Name,Player UUID,Class,ID,Name,Position,Change,Old Data,New Data
"2025-01-12T19:24:11.883Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.block.BlockPIDS3$TileEntityBlockPIDS3","","","(1298, 70, 989)","EDIT","{
  ""platform_ids"": []
}","{
  ""platform_ids"": [
    -8224250335951898085,
    -814596797942383599
  ]
}"
"2025-01-12T19:24:17.338Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.block.BlockPIDS3$TileEntityBlockPIDS3","","","(1298, 70, 995)","EDIT","{
  ""platform_ids"": []
}","{
  ""platform_ids"": [
    -8224250335951898085,
    -814596797942383599
  ]
}"
"2025-01-12T19:51:37.005Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Rail","","","(1184, 70, 49)
(1297, 79, 49)","DELETE","{
  ""type"": ""QUARTZ"",
  ""one_way"": false
}","{}"
"2025-01-12T19:51:38.755Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Rail","","","(1184, 70, 52)
(1297, 79, 52)","DELETE","{
  ""type"": ""QUARTZ"",
  ""one_way"": false
}","{}"
"2025-01-12T19:51:40.321Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Rail","","","(1184, 70, 52)
(1297, 79, 52)","CREATE","{}","{
  ""type"": ""DIAMOND"",
  ""one_way"": false
}"
"2025-01-12T19:51:41.703Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Rail","","","(1184, 70, 49)
(1297, 79, 49)","CREATE","{}","{
  ""type"": ""DIAMOND"",
  ""one_way"": false
}"
"2025-01-12T19:54:20.204Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Rail","","","(1038, 70, 49)
(1184, 70, 49)","DELETE","{
  ""type"": ""QUARTZ"",
  ""one_way"": false
}","{}"
"2025-01-12T19:54:21.519Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Rail","","","(1038, 70, 52)
(1184, 70, 52)","DELETE","{
  ""type"": ""QUARTZ"",
  ""one_way"": false
}","{}"
"2025-01-12T19:54:24.553Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Rail","","","(1038, 70, 49)
(1184, 70, 49)","CREATE","{}","{
  ""type"": ""DIAMOND"",
  ""one_way"": false
}"
"2025-01-12T19:54:26.808Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Rail","","","(1038, 70, 52)
(1184, 70, 52)","CREATE","{}","{
  ""type"": ""DIAMOND"",
  ""one_way"": false
}"
"2025-01-12T19:54:57.956Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Rail","","","(1038, 70, 49)
(975, 70, 49)","DELETE","{
  ""type"": ""QUARTZ"",
  ""one_way"": false
}","{}"
"2025-01-12T19:54:59.452Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Rail","","","(1038, 70, 52)
(975, 70, 52)","DELETE","{
  ""type"": ""QUARTZ"",
  ""one_way"": false
}","{}"
"2025-01-12T19:55:57.802Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Rail","","","(1038, 70, 49)
(975, 70, 49)","CREATE","{}","{
  ""type"": ""DIAMOND"",
  ""one_way"": false
}"
"2025-01-12T19:55:59.449Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Rail","","","(1038, 70, 52)
(975, 70, 52)","CREATE","{}","{
  ""type"": ""DIAMOND"",
  ""one_way"": false
}"
"2025-01-12T19:58:01.705Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Rail","","","(823, 88, 32)
(882, 80, 37)","DELETE","{
  ""type"": ""QUARTZ"",
  ""one_way"": false
}","{}"
"2025-01-12T19:58:02.803Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Rail","","","(823, 88, 29)
(882, 80, 34)","DELETE","{
  ""type"": ""QUARTZ"",
  ""one_way"": false
}","{}"
"2025-01-12T19:58:04.202Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Rail","","","(823, 88, 29)
(882, 80, 34)","CREATE","{}","{
  ""type"": ""DIAMOND"",
  ""one_way"": false
}"
"2025-01-12T19:58:05.851Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Rail","","","(823, 88, 32)
(882, 80, 37)","CREATE","{}","{
  ""type"": ""DIAMOND"",
  ""one_way"": false
}"
"2025-01-12T19:59:34.053Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Rail","","","(702, 93, 32)
(823, 88, 32)","CREATE","{}","{
  ""type"": ""DIAMOND"",
  ""one_way"": false
}"
"2025-01-12T19:59:35.554Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Rail","","","(702, 93, 29)
(823, 88, 29)","CREATE","{}","{
  ""type"": ""DIAMOND"",
  ""one_way"": false
}"
"2025-01-12T19:59:37.549Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Rail","","","(702, 93, 29)
(823, 88, 29)","DELETE","{
  ""type"": ""DIAMOND"",
  ""one_way"": false
}","{}"
"2025-01-12T19:59:38.852Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Rail","","","(702, 93, 32)
(823, 88, 32)","DELETE","{
  ""type"": ""DIAMOND"",
  ""one_way"": false
}","{}"
"2025-01-12T20:00:52.351Z","GhostSaintRD","109f6a92-377e-3cc5-be0d-ef354efa063c","mtr.data.Rail","","","(702, 93, 32)
(823, 88, 32)","CREATE","{}","{
  ""type"": ""DIAMOND"",
  ""one_way"": false
}"
